sentence,label
"«Liebe ist für alle da» подвергся цензуре в ноябре 2009 года, когда Немецким Федеральным Комитетом по Оценке СМИ обложка диска была названа пропагандирующей садомазохизм.",0
В первоначальном сообщении НАТО говорилось только о ранении «небольшого числа» солдат.,0
"Путин выразил уверенность, что под руководством Мадуро Венесуэла будет и впредь укреплять отношения стратегического партнерства с Россией, а также подтвердил готовность к дальнейшему развитию конструктивного диалога по всему спектру двусторонних и международных вопросов в интересах двух стран и народов.",0
"Таким образом «Зенит» зарабатывает 37 очков, а «Спартак» остался с 29 очками, на седьмом месте и фактически выбыл из борьбы за золото.",-1
Мы навсегда сохраним светлую память о Викторе Васильевиче Тихонове.,0
"Обходившие тюрьму сотрудники СИЗО обнаружили, что на посту, расположенном на третьем этаже девятого корпуса, отсутствует младший сержант милиции.",0
Примерно 75 сотрудников посольства США в Баку присоединились к мониторингу голосования.,0
"Нужно сказать, что занявший второе место испанец Давид Херреро из местной испанской команды Хасобео Галисиа, настолько был поглощён погоней и желанием стать победителем этапа, что на одном из поворотов не вписался в него и чудом затормозил перед ограждением дороги.",0
"Новозеландцы отшучиваются, что эмиграция из Новой Зеландии в Австралию сделала обе страны умнее.",1
"Военный, убивший 26 и ранивший 57 человек в Накхонратчасиме, сделал это из-за обмана при продаже дома, заявил премьер-министр Таиланда Прают Чан-Оча.",0
В Москве в реанимации Института имени Склифосовского на 85-м году жизни скончался великий советский хоккеист и хоккейный тренер Виктор Васильевич Тихонов.,0
С 2007 по 2011 годы Сидибе работал премьером Мали.,0
25 июня 2013 года президент Чехии Милош Земан предпочел назвать имя своего кандидата в премьер-министры.,0
"В Новой Зеландии хотят знать, почему австралийцы живут лучше нихслева|Джон Ки, — премьер-министр Н. Зеландии",0
"В прошлом этой медалью были отмечены великие ученые: Бенджамин Франклин (Benjamin Franklin), Майкл Фарадей (Michael Faraday), Чарльз Дарвин (Charles Darwin), Луи Пастер (Louis Pasteur), Альберт Эйнштеин (Albert Einstein) и Фрэнсис Крик (Francis Crick).",0
"Тем не менее немногим ранее американский экономист Десмонд Лакман призвал Грецию, Ирландию, Испанию и Португалию, чьи экономики являются самыми проблемными в ЕС, добровольно выйти из зоны евро.",0
"Как сообщил The Hollywood Reporter в конце сентября 2014 года, британский актёр Мэтт Смит, исполняющий роль Одиннадцатого Доктора в британском телесериале «Доктор Кто», сыграет в экранизации романа американского писателя Сета Грэма-Смита «Гордость и предубеждение и зомби», которая является вольной интерпретацией классического произведения англичанки Джейн Остин, священника мистера Коллинза.",1
"Многие демонстранты считают, что и сам Барак Обама исполняет волю Уолл-стрит.",0
Король Бельгии Альберт II отрёкся от престола в пользу сына,0
"Сам итальянский политик отрицает вину, настаивая, что не вступал с Руби в сексуальную связь, пока она являлась несовершеннолетней.",0
"Автор законопроекта депутат Том Амиано считает, что время легализации пришло — экономический кризис, нежелание законодателей поднимать другие налоги, либерализация политики федерального правительства при президенте Обаме, а также приход нового поколения политиков способствуют этому.",0
"Остались в Госдуме олимпийская чемпионка по художественной гимнастике Алина Кабаева, один из самых титулованных в мире борцов Александр Карелин, бывший вратарь советской сборной по хоккею Владислав Третьяк и другие.",0
"Толедо сбежал в США, власти Перу добиваются его экстрадиции.",-1
"Однако лидер венесуэльской оппозиции Энрике Каприлес требует, чтобы правительство придерживалось конституции, в которой сказано, что, если президент скончается или будет объявлен абсолютно недееспособным, необходимо провести новые выборы в ближайшие 30 дней.",0
Игроки российской команды вылетели на Чемпионат Мира по настольному футболу ,0
"По оценке сайта Metacritic, альбом имеет рейтинг 63/100, на основе 8 рецензий, и 6,2 балла, на основе 298 отзывов.",0
"Лучшие российские разработчики и эксперты, производители мобильных устройств и организации, аккумулирующие передовые технологии, соберутся на площадке Центра «Digital October», чтобы обсудить перспективы создания и распространения мультиплатформенных приложений.",1
"— В местной администрации и в фонде „Пересвет“ очень хорошо понимают, что в школьном возрасте необходимо начинать достигать определенных успехов для того, чтоб быть более уверенным в себе в более взрослом возрасте.",1
"В ходе встречи США заверили Грузию, что поддерживают ее стремление к интеграции в евроатлантические институты.",1
В 2010 году Беттанкур оказалась в центре политического скандала о финансировании кампании экс-президента Франции Николя Саркози.,0
"Движение «Талибан» заявило 13 января, что американские и афганские войска напали в районе на тюрьму, где талибы держали пленных бойцов ИГ.",0
"Интервью брал Марсель Андерс, музыкальный журналист.",0
Дилайла также обязали выплаить штраф в размере более 110 тысяч долларов — суммы которую он получил от России.,1
Запад считает Азербайджан стратегически важным транзитным пунктом для переброски американской живой силы и техники в Афганистан.,1
После небольшое рекламного парада автомобилей у подиума останавливается автомобиль организаторов Тура и из него выходят директор многодневки Кристиан Прюдомм и король Монако Альберт II.,0
"В прошлом месяце житель Глендейла (Калифорния, США) Карен Казарян (Karen Kazaryan) признал свою вину в том, что, завладев фотографиями 350 обнаженных женщин, вымогал у них деньги, угрожая, что снимки будут опубликованы.",0
"Как сообщает официальный блог создателя компьютерного антивируса McAfee Джона Макафи (John McAfee), 1 декабря 2012 года полиция Белиза арестовала миллионера при попытки пересечения им границы Белиза и Мексики: ''«Мы получили неподтвержденные сведения о том, что Джон Макафи был схвачен на границе Белиза и Мексики»''.",0
BP уже выплатила США 518 млн долларов на ликвидацию последствий аварии.,0
"Global Times пишет, что на Островах живут «тысячи китайцев», а в столице Хониара около 70 % магазинов принадлежат китайцам.",1
4 июля 2013 года представители армии Египта подтвердили факт задержания отстранённого ими президента страны Мухаммеда Мурси и высокопоставленных сотрудников его администрации.,0
Законодателем стал теннисист Марат Сафин.,0
"В 2015 году Международное агентство по изучению рака, входящее в структуру Всемирной организации здравоохранения, классифицировало глифосат как вещество, которое, вероятно, может оказывать канцерогенное воздействие на человека.",0
Министерство финансов США ввело санкции против кубинской нефтяной компании Cubametales за поддержку венесуэльского режима Николаса Мадуро.,-1
"После Уэйко Рено оказалась в центре других спорных ситуаций и скандалов, преследовавших администрацию Клинтона, включая дело «Уайтуотер» (), «» (), Монику Левински, предполагаемый ядерный шпионаж со стороны Китая и сомнительное финансирование предвыборной кампании Клинтона и Гора в 1996 году.",-1
Из-за взрыва на месте происшествия погиб находившийся в машине гражданин Грузии боец чеченского батальона имени шейха Мансура чеченец Тимур Махаури.,0
"Участники обращения расценивают действия российского руководства в отношении Грузии  как подготовку к войне и призывают Россию и Грузию ""решать все конфликты мирными дипломатическими средствами"".",0
Интересна дуэль вратарей: один из лучших канадских вратарей (Роберто Люонго) встретится с одним из лучших американских (Тим Томас).,1
"Участники обращения расценивают действия российского руководства в отношении Грузии  как подготовку к войне и призывают Россию и Грузию ""решать все конфликты мирными дипломатическими средствами"".",-1
"Также Лидстрем преуспел и в персональных наградах, семь раз получив «Норрис трофи» как лучший защитник в НХЛ и двенадцать раз участвовав в Матчах всех звезд НХЛ.",1
"Ранее, 24 июля, на сцене Алтайского краевого театра драмы им. В. М. Шукшина зрителям покажут спектакль «Калина красная» в постановке Московского государственного музыкального театра фольклора «Русская песня».",0
В своей ежегодной предрождественской проповеди епископ местной католической церкви Фуад Твал отметил это достижение палестинского народа и призвал палестинцев договориться с израильтянами и прекратить этот кажущийся уже бесконечным конфликт.,0
Однако городской управляющий Кембриджа Роберт Хили призвал родных Царнаева не обращаться с такой просьбой:,0
"Эти вопросы не давали покоя в прошлом Толстому, не уйти от них и сегодня.",0
Когда?» отстранили главного редактора Илью Бера и знатока Александра Друзя от участия в передачах.,-1
Ранее в августе хоррор раскритиковал президент Всемирной ассоциации клоунов Пэм Муди.,0
90-летний композитор якобы отзывается о Тарантино:,-1
"США опасаются тесного союза между Моралесом, президентом Венесуэлы Уго Чавесом (Hugo Chávez) и президентом Кубы Фиделем Кастро (Fidel Castro) и, возможно, с более умеренным президентом Бразилии Луисом Лула да Силва (Luiz Lula da Silva).",0
"«Полковник Квачков к походу и бою готов», — заявил он родственникам и журналистам, встречавшим его на воле.",0
"«Единая Россия» поддержала инициативу Д. Медведева, лидер ЛДПР В. Жириновский также одобрил переименование.",0
"Научить артиста технике можно, научить сценическому движению тоже можно, но таланту научить нельзя.",0
"Французские и малийские военные, в свою очередь, в начале этого года вытеснили экстремистов из крупнейших северных городов, однако НДОА установило в городе Кидаль свое правительство.",0
"Однако пресс-секретарь президента Альфредо Скоссимарро заявил в субботу, что исследование удаленной железы не выявило наличие раковых клеток: «Врачи сообщили, что последние гистологические исследования не выявили раковых клеток, таким образом, уточнив предыдущий диагноз».",0
"Хейли подразумевает организованную Мадуро Конституционную Ассамблею, присвоившей законодательные полномочия – в обход парламента, который контролирует оппозиция.",-1
"Матч сложился под копирку первого с тем отличием, что в первом сете россиянки уверенно лидировали, но под конец расслабились и упустили победу 25:27.",-1
"Шеф полиции Сан-Диего рассказал, что после преступления злоумышленник позвонил в службу спасения 911, где рассказал о содеянном.",0
"«Я повторю то, что заявила руководителям палестинской автономии во время своего визита.",0
"Правительство Германии признаёт победу ХАМАС в Палестине, но дальнейшее развитие событий зависит от ХАМАС.",1
Всю свою карьеру в НХЛ Лидстрем играл в НХЛ только за один клуб — ''Detroit Red Wings''.,1
"Ранее госсекретарь США Джон Керри заявил, что президент США Барак Обама определит сроки ответа на кибератаки российских хакеров.",-1
Джон Леннон был убит в 1980 году одним из его фанатов — 25-летним охранником из штата Гавайи Марком Дэвидом Чэпменом.,-1
"Кроме того, следователи выяснили, что политик пользовался своим положением, чтобы вызволить эль-Маруг из-под стражи по другому делу.",-1
Причиной смерти Виктора Тихонова стала остановка сердцаЗнаменитый хоккейный тренер Виктор Тихонов умер в Москве.,1
"Мы спланировали подготовку таким образом, чтобы перед второй, более серьезной, встречей в Китае дать меньшую нагрузку основному составу, зато трое молодых ребят, Амбарцумян, Засеев, Караваев, плюс Витя Васин сыграли все 90 минут.",0
"Гражданку Израиля и США 25-летнюю Нааму Иссахар задержали в московском аэропорту Шереметьево 9 апреля 2019 года, во время транзитной пересадки из Дели (Индия) домой в Тель-Авив (Израиль).",0
"Более того, как сообщает CNN, виновным в обсуждении последнего инцидента с Хиллари «грозят последствия вплоть до увольнения».",0
"В результате взрыва в среду, 25 октября 2017 года, в Киеве погиб полицейский и ранены четыре человека, включая депутата Верховной Рады Игоря Мосийчука, сообщило МВД Украины.",0
"По всей видимости, сюжетная линия является отсылкой к истории американского шоссейного велогонщика Лэнса Армстронга, который семь раз подряд (с 1999 по 2005 год) побеждал в велогонке «Тур де Франс», а также получил бронзовую медаль Олимпиады в Сиднее и звание чемпиона мира 1993 года.",1
"Из этой суммы более 1620 млн (или 59 % от общего числа) было направлено на финансирование инициатив личного и семейного развития, а 1125 млн (41 %) были выданы на поддержку бизнес-проектов, продвигаемых предпринимателями, фрилансерами и представителями малого бизнеса.",0
"Трамп помиловал Арпайо менее чем, через месяц после того, как суд признал его виновным в «расовом профайлинге» — подчиненные шерифа задерживали людей, которых считали нелегальными иммигрантами, основываясь исключительно на их внешнем виде.",0
"По словам прокуроров, Чжан оказалась «не в том месте в неподходящее время».",-1
"Кроме книги Баффета, в список Forbes вошли: «Маленькая книга, которая способна победить рынок», написанная основателем инвестиционной компании Gotham Capital Джоэлем Гринблаттом, «Обыкновенные акции и необыкновенная прибыль» Филипа Фишера, «Разумный инвестор» Бена Грэхема, «Получить прибыль от мирового экономического кризиса: находя инвестиционные возможности, следуя трендам глобального рынка» Бада Конрада.",0
"Владимир Квачков — полковник ГРУ в отставке, воин-интернационалист, кавалер двух орденов Мужества, ордена Красной Звезды и других наград.",0
"Как сообщается, чешский суд рассмотрит вопрос об экстрадиции подозреваемого в США, однако сроки пока не указываются.",0
"Глава полиции района Уолтер Браун сообщил, что в здании школы и на прилегающей территории были найдены самодельные взрывные устройства.",0
Сенатор и лидер большинства Гарри Рид отреагировал на эту новость более жёстко: «НОК должно быть стыдно.,-1
"Премьер министр Новой Зеландии Джон Ки считает, что это серьезная систематическая проблема, которую нужно решить, поскольку в противном случае страна рискует превратиться (по словам бывшего лидера Национальной партии Дона Брэша) в еще одну «далекую Тасманию».",0
"Не знаю, это инициатива Владимира Путина, или самого Суркова, но он (Сурков) был ключевым человеком у Дмитрия Медведева.",0
"Однако около 8 тыс. ритейлеров, включая Walmart, тогда отказались от этой договоренности, посчитав размер компенсации недостаточным и сохранили возможность подать новые иски.",0
"Капричков рассказал изданию, что в 1990-х годах якобы Гордон застрелил босса организованной преступности в Латвии.",0
"Ранее речь шла о возможном слиянии команды ""Спартак"" с ""Академией футбола"", пишет ""Житье-бытье"".",0
Кинокомпании ''The Weinstein Company'' и ''Columbia Pictures'' выпустили фильм «Джанго освобождённый» в США 25 декабря 2012 года.,0
"Джокович показал мастерскую тактику и точность в игре, проходившей при сильных порывах ветра на корте имени Артура Эша.",0
"«По случаю инцидента 28 апреля в Следственном управлении Следственного комитета Армении по Гегаркуникской области возбуждено уголовное дело по пункту 6 части 2 статьи 104 (убийство) и части 1 статьи 235 (незаконное приобретение, сбыт, хранение, перевозка или ношение оружия, боеприпасов, взрывчатых веществ или взрывных устройств)», - говорится в заявлении полиции.",0
"Одна из самых узнаваемых и противоречивых фигур в администрации Клинтона, Рено уже в самом начале работы в качестве генпрокурора столкнулась с критикой в связи со штурмом поместья в Уэйко, штат Техас, где находились члены секты «Ветвь Давидова» во главе с её лидером Дэвидом Корешом.",0
"Как сообщило министерство юстиции США, американец из штата Северная Каролина был арестован в четверг по обвинению в заговоре с целью оказания материальной поддержки террористической организации «Исламское государство».",-1
"Он также предположил, что США намерены добиться начала в стране гуманитарного кризиса и уморить венесуэльский народ голодом.",-1
"Защита Мюррея настаивала, что Майкл Джексон сам сделал инъекцию «Пропофола», не рассчитал дозу, и доказательств ошибок доктора не существует.",0
"После прекрасной передачи партнера, разрезавшей российскую оборону надвое, чешский нападающий Вацлав Пиларж вышел один на один с Малафеевым и без труда сократил отставание своей команды от россиян — 2:1.",0
"Некоторые французские политологи обвиняли Саркози в том, что он развязал грязную кампанию против Стросс-Кана, упирая на достаточно разгульный образ жизни последнего.",-1
"В 2010 году Скрипаля помиловали и выдали США в обмен на разоблаченных в Америке российских шпионов, включая Анну Чапман.",0
"В те времена коммунистическое правительство Кубы с большим подозрением относилось к американским и британским группам, и ему приходилось прятать свои пластинки ''The Beatles'' и ''The Rolling Stones'' в обложках «правильных», революционных кубинских исполнителей.",0
МИД России потребовал реакции США на сообщения о хакерских атаках,0
"Посол США в Анкаре был приглашён в МИД на встречу с заместителем министра иностранных дел Турции Умитом Ялчином после того, как стало известно, что власти США выдали ордер на арест некоторых турецких граждан, в том числе сотрудников охраны нашего президента, в связи с инцидентом, произошедшим у резиденции турецкого посла в Вашингтоне 16 мая.",0
"Предположительно штраф будет определён в размере 4,3 тыс. долларов за каждый баррель нефти, вытекший в Мексиканский залив.",0
"Защита «Зенита» ошиблась, и Эменике вывел на завершающий удар Ананидзе, Жано бил с 13 метров, но тоже неточно.",0
"Представитель «Единой России», экс-глава кремлевской администрации Сергей Нарышкин избран спикером Госдумы шестого созыва.",0
"Кроме Смилянца в Нидерландах был арестован Владимир Дринкман, который пытается опротестовать свою экстрадицию в США.",-1
"Предыдущим победителем является Самуэль Аранда (Samuel Aranda) на фотоснимке которого изображена женщина в мечети, где был устроен временный полевой госпиталь; одержит на руках раненого сына пострадавшего во время демонстрации против правления президента Али Абдуллы Салеха в городе Сана (Йемен) 15 октября 2011 года.",0
"Разве что Шмидт устал или основатели компании хотят, чтобы она развивалась еще более стремительными темпами.",0
"Процесс над Браудером — главой инвестиционного фонда Hermitage Capital и когда-то одним из крупнейших иностранных инвесторов в России — проходит в его отсутствие, что вызывает новые тревоги у Запада о соблюдении в России принципа верховенства закона.",0
"Владимир Челах также заявил, что родственники пограничников, погибших на ""Арканкергене"", уверены в невиновности его внука.",0
"Это что-то из области комиксов», — заявил специалист по радиационной безопасности Медицинского центра Университета Рочестера доктор Фредерик Мис.",0
На церемонии награждения будет присутствовать директор НАСА Майкл Гриффин.,0
"Об этом сообщает 14 апреля Жанна Локшина, советник председателя Кнессета по связям с русскоязычными СМИ.",0
"Если и они не получат одобрения парламента, то будут назначены внеочередные парламентские выборы.",0
"До последнего момента о потерях КНДР в ноябрьском военном конфликте двух Корей ничего не было известно, поскольку Пхеньян избегает публикации подобной информации.",0
Грекам необходимо было во что бы то ни стало побеждать.,0
"Правительство США и их союзник Израиль''», — цитирует «Росбалт» венесуэльского лидера.",0
В этом году Сальвадор стал третьей страной — после Доминиканской Республики и Буркина-Фасо — которая разорвала отношения с Тайванем в пользу Китая.,0
"Коротко их можно определить так: правящая правоцентристская коалиция хотела бы оставаться у власти отмеченный срок, для чего готова сформировать свое новое правительство.",-1
Все предварительные раскладки западных специалистов говорили в пользу умеренной правящей в настоящее время партии — ФАТХ.,1
"Если США не отреагируют на сообщения СМИ о внедрении американских хакеров в командные компьютерные системы Кремля, это будет означать поддержку кибертерроризма, заявила официальный представитель российского министерства иностранных дел Мария Захарова.",0
"В 2011 году режиссёр Руперт Уайатт и продюсеры: Рик Джаффе, Питер Чернин и Дилан Кларк, — решились перезапустить вселенную, сняв фильм «Восстание планеты обезьян».",0
Текст «Жизнь сложная» местами перекликается с песней Макаревича из 1990-х «Меня очень не любят эстеты».,0
"Знаковыми для рок-культуры событиями, с которыми непосредственно связано имя Сергея, стали рок-фестиваль «Подольск-87», где его современная группа «Алиби» стала сенсацией, а также процесс, который привел к тюремному заключению участников группы «Воскресение» Алексея Романова и звукоинженера Александра Арутюнова.",0
"На церемонии открытия Игр американские спортсмены будут носить сине-бело-красные мундиры, созданные модельером Ральфом Лореном по заказу Национального олимпийского комитета США.",0
Обама назначил сенатора Керри на пост госсекретаря США,0
"Бывший президент Бразилии Луис да Силва прошел курс химиотерапии в прошлом году, врачи сообщили, что лечение уменьшило опухоль на 75 процентов.",0
"Дуглас снялся в 80 фильмах, но своего Оскара получил лишь в 1996 году за выдающиеся заслуги в кинематографе.",1
"Учился в Московском институте стали и сплавов (МИСиС) в 1982—1983 годах и три года — в Московском институте культуры на факультете режиссуры массовых театрализованных представлений, но не окончил эти вузы.",0
"В отравлении Сергея и Юлии Скрипаль подозревается 54-летний шпион ФСБ (КГБ) с позывным «Гордон» (Gordon), сообщает Daily Mirror со ссылкой на The Sunday People.",0
В комментарии Захаровой на сайте российского МИДа сказано: МИД России потребовал реакции США на сообщения о хакерских атаках,0
Сборная России победила на чемпионате мира по самбо,1
"Об Италии вообще нечего говорить: её долги в два раза больше, чем Греции, Ирландии, Португалии и Испании, вместе взятых», — цитирует «Росбалт» Сулика.",0
"Я ни при каких обстоятельствах не вступал в преступную связь с армянским правительством», — заявил он.",-1
"Как утверждает источник, налёт произошёл в пригороде Лашкаргаха — столицы провинции Гильменд во время ожесточённого боя между правительственными полицейскими и боевиками Талибана.",-1
"Газета пишет, что отделение банка Квансон в Даньдуне работает на 13 этаже здания, занимаемого китайской группой компаний Хунсян, чьи контакты с КНДР стали предметом расследования.",0
"Главный рефери US Open Брайан Эрли в понедельник постановил, что вербальные выпады Уильямс в адрес греческой судьи Евы Асдераки не являются «значительным нарушением».",0
"В начале кампании 50-летний Мадуро — бывший водитель автобуса и экс-министр иностранных дел — более чем на 10 процентов опережал по популярности Каприлеса — 40-летнего губернатора одного из штатов Венесуэлы, который потерпел серьёзное поражение от Чавеса на президентских выборах в прошлом году.",0
"Президент Владимир Путин подверг резкой критике выступление Pussy Riot, а Русская православная церковь назвала его частью скоординированной атаки на основное вероисповедание страны.",-1
Он также имеет гражданство Украины и Израиля.,0
"Подобные высказывания обидели актёра и он направил в адес премьер министра открытое письмо, в котором возмутился словами чиновника: ''""«Я не прошу одобрения моего поступка, но, по крайней мере, уважайте его!",-1
"Наконец, компанию Коумсу в качестве инвестиционного менеджера должен составить китаец Ли Лу.",0
"Генеральный директор московского хоккейного клуба ЦСКА Игорь Есмантович от лица клуба сообщил, что выражает глубочайшие соболезнования и возьмёт на себя все вопросы, связанные с организацией похорон Тихонова.",0
Его брат и адвокат были приглашены засвидетельствовать смертную казнь как представители приговорённого.,0
"В декабре прошлого года 35-летний житель Флориды Кристофер Чейни (Christopher Chaney) был приговорен к 10 годам тюремного заключения за взлом учетных записей и фотографирование обнаженных звезд шоу-бизнеса, в том числе актрис Скарлетт Йоханссон и Милы Кунис, а также певицы Кристины Агилеры.",0
"В четверг, 22 ноября 2017 года, Гаагский Международный трибунал по бывшей Югославии приговорил бывшего военного командира боснийских сербов 74-летнего генерала Ратко Младича к пожизненному заключению, признав его виновным в геноциде во время Боснийской войны.",0
Адвокат Мирзаева Алексей Гребенской поддержал гособвинителя.,1
"Ему предшествовали публикация песен альбома в сети Интернет с оригинальными коллажами авторства Демидова в качестве обложек, которые вошли в альбом в виде открыток, и презентация песни «Медуза» на сайте «Новой газеты».",0
"Открывший церемонию председатель правления Нобелевского фонда Карл-Хенрик Хелдин (Carl-Henrik Heldin) отметил, что основатель премии Альфред Нобель был человеком широких взглядов.",1
"«Украинская Алекс Мид» (Alexa Meade), художница Екатерина Головина, перевернула реальность на глазах гостей презентации, превратив живую девушку-модель в картину с обложки журнала ''Magic Woman'', создав иллюзию двухмерного пространства в трёхмерном.",0
"Учился в Московском институте стали и сплавов (МИСиС) в 1982—1983 годах и три года — в Московском институте культуры на факультете режиссуры массовых театрализованных представлений, но не окончил эти вузы.",0
"В результате взрыва были убиты 13 военнослужащих США, а также афганский полицейский и трое гражданских лиц, в том числе — двое детей.",0
