,sentence,label
4838,В пятницу — 28 июня 2013 года российская прокуратура обратилась в московский суд с просьбой ограничить свободу передвижения медиамагната Александра Лебедева на 21 месяц за избиение своего оппонента — Сергея Полонского на телешоу.,1
4840,"В связи с терактами, которые планировались в Великобритании, Насиру предъявлено обвинение в оказании содействия и вступлении в сговор с целью оказания содействия «Аль-Кайде» и вступлении в сговор с целью использования разрушающего устройства.",0
4848,"После Уэйко Рено оказалась в центре других спорных ситуаций и скандалов, преследовавших администрацию Клинтона, включая дело «Уайтуотер» (), «» (), Монику Левински, предполагаемый ядерный шпионаж со стороны Китая и сомнительное финансирование предвыборной кампании Клинтона и Гора в 1996 году.",0
4850,"Ивоби имеет в виду нашумевшее недавно убийство 18-летней Памелы Мастропьетро, в котором обвиняют нескольких африканцев.",0
4854,"Назначение Руснока и возможное утверждение его кабинета уже конкретно будет означать укрепление власти президента Земана, который ведет беспроигрышную игру.",0
4855,Трамп отменил соглашения Обамы по нормализации отношений США и Кубы,0
4861,В понедельник Испания и Кипр обратились к Евросоюзу с просьбой помочь их  испытывающим финансовые проблемы банкам.,1
4866,"Любопытно, что Банда в последнее время открыто конфликтовала с Мутарика и даже была исключена из правящей партии.",0
4872,Также руководитель некоммерческой организации «Общество защиты интернета» Леонид Волков подал в мэрию Москвы уведомление о проведении митинга 26 июля 2016 года против этого закона возле здания Роскомнадзора[http://www.mk.ru/moscow/2016/07/11/v-moskve-mozhet-proyti-miting-protiv-paketa-yarovoy.html В Москве может пройти митинг против «пакета Яровой».,0
4873,"В создании организации принимал активное участие Абу Мусаб аз-Заркауи, духовный лидер и ближайший соратник Усамы бен Ладена.",1
4875,"Когда британские моряки находились в иранском плену, Вашингтон предлагал провести рискованную военную акцию по их освобождению.",0
4878,"На церемонии установки памятного знака в воскресенье, 12 августа, присутствовала Наталья Шкуренок, журналист, корреспондент газеты ''The ArtNewspaper'', волонтёр «Последнего адреса».",1
4885,"Среди них отличились свердловские самбисты, представляющие клуб самбо УГМК из Верхней Пышмы.",1
4886,В марте 2005 года он был задержан по подозрению в подготовке покушения на Анатолия Чубайса.,0
4887,"Александр Лапшин был задержан сотрудниками милиции Беларуси в декабре 2016 года и экстрадирован в Азербайджан, где ему были предъявлены обвинения в связи с поездкой в Нагорный Карабах через Армению несколько лет назад.",0
4889,Стороны выражают твердое намерение укреплять сотрудничество в сфере безопасности в Черном море и признают роль Грузии как особого партнера в регионе.,1
4892,"Против неё выступит Хань Гоюй из Гоминьдана, лояльно относящийся к Китаю.",1
4895,"Со своей стороны, Сеул признает разграничительную линию, установленную командованием сил ООН в 1953 году, в качестве официальной границы.",1
4898,"Бывший фронтмен группы Dion and the Belmonts, певец и композитор Дион Димуччи подал в суд на компанию ZeniMax Media.",0
4900,"Он также прокомментировал инцидент со сторонником «Лиги» Лукой Траини, который в начале 2018 года устроил стрельбу по африканцам в городе Мачерата.",0
4906,"Жертвами хакеров, среди прочих, стали такие финансовые фирмы, как NASDAQ и Heartland Payment Systems, а также авиакомпания JetBlue Airways и розничная сеть J. C. Penny.",0
4909,Следом в Восточном Иерусалиме и на Западном берегу произошли столкновения между палестинскими демонстрантами и израильскими силами безопасности.,0
4910,"Представители стран обвинили Доху в дестабилизации внутриполитической ситуации в этих арабских государствах, а также в поддержке террористических организаций, в том числе группировок «Исламское государство» и «Аль-Каида».",0
4912,"Чуть позже Эменике спас «Спартак» от разгрома, забив в нижний угол.",1
4928,"25 мальчиков и девочек разыграли сценку в которой войны Израиля спасали мирных жителей Израиля и Ливана от ракет королевства террористической организации «Хизбалла», представляющий в спектакле отрицательных персонажей поработивших царство цветов и препятствующих миру во всём мире.",0
4929,"Адвокат добился успешного решения по делу бывшего французского премьера Доминика де Вильпена, которогоо обвинили в попытке опорочить репутацию президента Николя Саркози.",1
4931,"Спасибо, что вы с нами, и я хочу пригласить вас оставаться с „Голосом Америки“ в следующие 75 лет», — сказала Аманда Беннетт, обращаясь к русскоязычной аудитории.",1
4932,"США заявили, что пересмотрят отношения с Сальвадором после того, как центральноамериканское государство разорвало дипломатические отношения с Тайванем в пользу Китая.",0
4937,"Представитель Талибана сообщил, что в ходе переговоров обсуждались детали реализации соглашения между США и талибами, подписанное 29 февраля в Дохе с целью положить конец войне в Афганистане.",1
4944,"Ранее Митаеву были предъявлены обвинения в умышленном причинении тяжкого вреда здоровью и превышении должностных полномочий, но в с связи со смертью потерпевшего, он может быть обвинен в совершении еще более тяжкого преступления.",0
4949,"Тем не менее, вся экипировка была сделана за границей или в Китае.",0
4950,"Однако им для этого было достаточно завоевать только титулы WBC, WBA и IBF.",1
4951,"Еще больший ажиотаж создал приезд на конкурс звёзд мирового уровня: Ольги Нур (Ливан) — известной исполнительницы арабского танца стран Персидского залива, руководительницы ансамбля «Нур Эль Амар» и Люксора (Москва) — одного из лучших в России исполнителей мужского танца живота, чемпиона Европы 2009 года, обладателя Кубка Мира 2010 по версии IDO, которые, своими выступлениями, сорвали у зрительного зала заслуженные овации.",1
4955,"Великобритания планирует запретить экспорт в США препаратов, используемых для смертной казни путём инъекциикамера для смертной казни путём инъекции в тюрьме Сан-Квентина, Калифорния",0
4957,"Представитель Пентагона, полковник Дэйв Батлер подтвердил, что афганские военные запросили у союзников «точечную поддержку с воздуха» во время боев с талибами: «Они сообщили и подтвердили, в каких районах не было дружественных сил.",0
4960,"По словам полицейских, при задержании россиянин потерял сознание, и ему была оказана первая помощь, после чего он был доставлен в больницу.",0
4963,"«Спартак» же приблизился к идущему на третьем месте ЦСКА, сократив отставание до семи очков.",1
4966,"И если в первые дни военного конфликта большинство мировых СМИ было на стороне Грузии и считалось, что агрессию развязала Россия, то спустя год оценки поменялись на противоположные.",1
4967,"США в четверг выступили с осуждением в адрес России, обвинив её в проведении в октябре 2019 года серии кибератак против Грузии.",1
4971,Такая операция могла бы означать войну между США и Ираном.,0
4972,29-летний Маркив перед началом слушаний заявил: «Я невиновен и доверяю итальянскому правосудию».,1
4973,"В США требуют проверить TikTok из-за его китайских владельцев, отрицающих влияние Пекина",0
4977,"Неолиберальная политика правительства Тэтчер характеризовалась приватизацией государственных предприятий, сворачиванием социальных программ, сокращением власти профсоюзов, повышением налогов.",0
4980,"В прошлом месяце Вашингтон ужесточил правила туристических поездок на Кубу в ответ на «дестабилизирующую роль», которую, по мнению Минфина, Гавана играет в регионе.",0
4982,"Оппозиция утверждает, что администрация Руссефф нарушила закон, перераспределяя средства из бюджета с целью обеспечить себе общественную поддержку несмотря на слабеющую экономику в преддверии президентских выборов 2014 года.",0
4983,"Если код был взломан, то любой высококачественный DVD, выпущенный до сих пор может быть незаконно скопирован, используя ключ Muslix64.",0
4987,"Еще до официального окончания чемпионата ""Спартак"" зарубили на аттестации в РФС из-за недостаточного финансирования, зато его место занял ФК ""Тамбов"", которого на то время фактически не существовало как команды.",0
4990,"Комментируя приговор, федеральный прокурор Прит Бхарара заметил, что «Здоровенин, находясь на другом конце света, совершил множество киберпреступлений, жертвами которых оказались американцы».",0
4998,В пользу партнёрского сотрудничества НАТО и России высказался также министр обороны Германии Франц Йозеф Юнг.,1
5000,"77-летняя Бардо активно поддерживала Депардьё в его конфликте с французскими властями, начавшемся, когда актер решил эмигрировать из-за повышения налогов.",1
5001,"Накануне США, Великобритания и Франция выпустили более 100 ракет по объектам в Сирии.",0
5003,"С первых минут матча вместо зенитовца на поле вышел Денис Глушаков, которого, чтобы придать российской атаке остроту, на 74-й минуте Дик Адвокат заменил на еще одного нападающего Павла Погребняка.",1
5006,"Она говорит, что американцы получают противоречивую информацию о том, что касается экономики и экологии:",0
5007,"Высший руководитель Ирана, великий аятолла Али Хаменеи назвал преступлением ракетные удары по Сирии, которые нанесли США и их союзники, а лидеров этих западных стран — преступниками.",0
5009,"Весной 2000 года Рено санкционировала вооруженный захват пятилетнего мальчика Элиана, что возмутило американцев кубинского происхождения из её родного города.",0
5014,"Ещё бы, ведь в ней выступают такие звёзды современного футбола как Дидье Дрогба, Саломон Калу, Коло Туре, Яя Туре и другие.",1
5032,"Коалиция заявила, что она имеет в нижней палате необходимую поддержку в 101 голос из 200 для утверждения правительства Немцовой.",1
5040,"«То, что правительство Сальвадора пошло на поводу у явного вмешательства Китая во внутреннюю политику государства Западного полушария, вызывает серьезную озабоченность у Соединённых Штатов и приведет к переоценке наших отношений с Сальвадором», — говорится в заявлении Белого дома.",0
5042,"«Для обеспечения стабильности в направлении Юго-Восточной Европы и обеспечения стабильности в пограничном с Европой кавказском регионе особенно нужны активные усилия Альянса, а для этого он нуждается в России как в партнере.",1
5045,"Как отмечает NEWSru.com, несмотря на запрет принимать подарки, член исполнительного комитета ФИФА принял картину от российского советника по проведению чемпиона мира по футболу 2018 года.",0
5048,"Президент США Дональд Трамп подписал указ, запрещающий проводить операции с новыми долговыми обязательствами и государственными ценными бумагами Венесуэлы.",0
5052,"Таким образом «Зенит» зарабатывает 37 очков, а «Спартак» остался с 29 очками, на седьмом месте и фактически выбыл из борьбы за золото.",0
5057,"Новозеландцы отшучиваются, что эмиграция из Новой Зеландии в Австралию сделала обе страны умнее.",1
5065,"Как сообщил The Hollywood Reporter в конце сентября 2014 года, британский актёр Мэтт Смит, исполняющий роль Одиннадцатого Доктора в британском телесериале «Доктор Кто», сыграет в экранизации романа американского писателя Сета Грэма-Смита «Гордость и предубеждение и зомби», которая является вольной интерпретацией классического произведения англичанки Джейн Остин, священника мистера Коллинза.",1
5071,"Толедо сбежал в США, власти Перу добиваются его экстрадиции.",0
5075,"Лучшие российские разработчики и эксперты, производители мобильных устройств и организации, аккумулирующие передовые технологии, соберутся на площадке Центра «Digital October», чтобы обсудить перспективы создания и распространения мультиплатформенных приложений.",1
5076,"— В местной администрации и в фонде „Пересвет“ очень хорошо понимают, что в школьном возрасте необходимо начинать достигать определенных успехов для того, чтоб быть более уверенным в себе в более взрослом возрасте.",1
5077,"В ходе встречи США заверили Грузию, что поддерживают ее стремление к интеграции в евроатлантические институты.",1
5081,Дилайла также обязали выплаить штраф в размере более 110 тысяч долларов — суммы которую он получил от России.,1
5082,Запад считает Азербайджан стратегически важным транзитным пунктом для переброски американской живой силы и техники в Афганистан.,1
5087,"Global Times пишет, что на Островах живут «тысячи китайцев», а в столице Хониара около 70 % магазинов принадлежат китайцам.",1
5091,Министерство финансов США ввело санкции против кубинской нефтяной компании Cubametales за поддержку венесуэльского режима Николаса Мадуро.,0
5092,"После Уэйко Рено оказалась в центре других спорных ситуаций и скандалов, преследовавших администрацию Клинтона, включая дело «Уайтуотер» (), «» (), Монику Левински, предполагаемый ядерный шпионаж со стороны Китая и сомнительное финансирование предвыборной кампании Клинтона и Гора в 1996 году.",0
5095,Интересна дуэль вратарей: один из лучших канадских вратарей (Роберто Люонго) встретится с одним из лучших американских (Тим Томас).,1
5096,"Участники обращения расценивают действия российского руководства в отношении Грузии  как подготовку к войне и призывают Россию и Грузию ""решать все конфликты мирными дипломатическими средствами"".",0
5097,"Также Лидстрем преуспел и в персональных наградах, семь раз получив «Норрис трофи» как лучший защитник в НХЛ и двенадцать раз участвовав в Матчах всех звезд НХЛ.",1
5102,Когда?» отстранили главного редактора Илью Бера и знатока Александра Друзя от участия в передачах.,0
5104,90-летний композитор якобы отзывается о Тарантино:,0
5111,"Хейли подразумевает организованную Мадуро Конституционную Ассамблею, присвоившей законодательные полномочия – в обход парламента, который контролирует оппозиция.",0
5112,"Матч сложился под копирку первого с тем отличием, что в первом сете россиянки уверенно лидировали, но под конец расслабились и упустили победу 25:27.",0
5115,"Правительство Германии признаёт победу ХАМАС в Палестине, но дальнейшее развитие событий зависит от ХАМАС.",1
5116,Всю свою карьеру в НХЛ Лидстрем играл в НХЛ только за один клуб — ''Detroit Red Wings''.,1
5117,"Ранее госсекретарь США Джон Керри заявил, что президент США Барак Обама определит сроки ответа на кибератаки российских хакеров.",0
5118,Джон Леннон был убит в 1980 году одним из его фанатов — 25-летним охранником из штата Гавайи Марком Дэвидом Чэпменом.,0
5119,"Кроме того, следователи выяснили, что политик пользовался своим положением, чтобы вызволить эль-Маруг из-под стражи по другому делу.",0
5120,Причиной смерти Виктора Тихонова стала остановка сердцаЗнаменитый хоккейный тренер Виктор Тихонов умер в Москве.,1
5125,"По всей видимости, сюжетная линия является отсылкой к истории американского шоссейного велогонщика Лэнса Армстронга, который семь раз подряд (с 1999 по 2005 год) побеждал в велогонке «Тур де Франс», а также получил бронзовую медаль Олимпиады в Сиднее и звание чемпиона мира 1993 года.",1
5128,"По словам прокуроров, Чжан оказалась «не в том месте в неподходящее время».",0
5133,Сенатор и лидер большинства Гарри Рид отреагировал на эту новость более жёстко: «НОК должно быть стыдно.,0
5143,"Как сообщило министерство юстиции США, американец из штата Северная Каролина был арестован в четверг по обвинению в заговоре с целью оказания материальной поддержки террористической организации «Исламское государство».",0
5144,"Он также предположил, что США намерены добиться начала в стране гуманитарного кризиса и уморить венесуэльский народ голодом.",0
5147,"Некоторые французские политологи обвиняли Саркози в том, что он развязал грязную кампанию против Стросс-Кана, упирая на достаточно разгульный образ жизни последнего.",0
5155,"Кроме Смилянца в Нидерландах был арестован Владимир Дринкман, который пытается опротестовать свою экстрадицию в США.",0
5168,"Коротко их можно определить так: правящая правоцентристская коалиция хотела бы оставаться у власти отмеченный срок, для чего готова сформировать свое новое правительство.",0
5169,Все предварительные раскладки западных специалистов говорили в пользу умеренной правящей в настоящее время партии — ФАТХ.,1
5177,"Дуглас снялся в 80 фильмах, но своего Оскара получил лишь в 1996 году за выдающиеся заслуги в кинематографе.",1
5181,Сборная России победила на чемпионате мира по самбо,1
5183,"Я ни при каких обстоятельствах не вступал в преступную связь с армянским правительством», — заявил он.",0
5184,"Как утверждает источник, налёт произошёл в пригороде Лашкаргаха — столицы провинции Гильменд во время ожесточённого боя между правительственными полицейскими и боевиками Талибана.",0
5188,"Президент Владимир Путин подверг резкой критике выступление Pussy Riot, а Русская православная церковь назвала его частью скоординированной атаки на основное вероисповедание страны.",0
5190,"Подобные высказывания обидели актёра и он направил в адес премьер министра открытое письмо, в котором возмутился словами чиновника: ''""«Я не прошу одобрения моего поступка, но, по крайней мере, уважайте его!",0
5196,Адвокат Мирзаева Алексей Гребенской поддержал гособвинителя.,1
5198,"Открывший церемонию председатель правления Нобелевского фонда Карл-Хенрик Хелдин (Carl-Henrik Heldin) отметил, что основатель премии Альфред Нобель был человеком широких взглядов.",1
5203,"В Перу под расследование попали пять экс-президентов: Альберто Фухимори (1990—2000 годы), Алехандро Толедо (2001—2006 годы), Алан Гарсия (1985—1990 и 2006—2011 годы), Ольянта Умала (2011—2016 годы) и Педро Пабло Кучински (2016—2018 годы).",0
5205,"По этому поводу в Жанаозене (Казахстан) около 3000 человек собрались на мирный митинг, чтобы выразить протест властям Казахстана.",0
5206,"Пермский краевой суд принял решение отказать участнице панк-группы Pussy Riot Марии Алёхиной в удовлетворении жалобы на решение городского суда Березников, отказавшего ей в отсрочке наказания по уходу за малолетним ребёнком.",0
5212,"Защитники Алёхиной представили суду сразу несколько положительных характеристик осужденной, напомнили о ее благотворительной деятельности.",1
5217,"Член Партии регионов 54-летний Геннадий Кернес стал мэром Харькова в марте 2010 году, сменив на этом посту своего знакомого Михаила Добкина.",1
5218,"Политолог говорит, что 20 лет развития и становления Украины прошли без серьезных угроз и кровавых внутренних конфликтов, чего не удалось избежать большинству постсоветских стран.",1
5220,Прокуратура предлагает ограничить свободу передвижения Александра Лебедева,0
5221,"18-летний британский IT-студент Джошуа Броудер (Joshua Browder) обратил внимание, что процедура оспаривания штрафов за парковку в Великобритании сложна и запутана, а услуги юристов почти всегда превышают размер штрафа.",0
5225,"Капричков рассказал изданию, что в 1990-х годах якобы Гордон застрелил босса организованной преступности в Латвии.",0
5226,"Лукашенко также обвинил руководство РФ в нарушении договоренностей о том, что российские «антисанкции» не должны сказываться на экономике Беларуси:",0
5228,"Выступая перед журналистами в субботу 13 августа, Берлускони сказал, что, побеседовав с канцлером Германии Ангелой Меркель и президентом Центрального банка Европы Жан-Клодом Трише, заручился их поддержкой.",1
5231,"Акция в поддержку журналиста Ивана Голунова, которому правоохранительные органы России подбросили наркотики и пытались сфабриковать уголовное дело, состоялась 12 июня 2019 года, несмотря на признание властями преступления со стороны полицейских и снятия с журналиста всех обвинений.",0
5235,"Финансовыми вливаниями можно спасти Грецию и Ирландию, возможно — Португалию.",1
5245,"«Паяца в президенты выбрала страна», констатирует поющий дальнобойщик.",0
5247,"В те времена коммунистическое правительство Кубы с большим подозрением относилось к американским и британским группам, и ему приходилось прятать свои пластинки ''The Beatles'' и ''The Rolling Stones'' в обложках «правильных», революционных кубинских исполнителей.",1
5248,"Ганцы же не реализовали пенальти, который был назначен в ворота их соперников уже на 7-ой минуте матча.",0
5251,"Все-таки он прошел под знаменем соцсети Facebook, основатель которой Марк Цукерберг стал человеком года по версии влиятельного американского журнала Time.",1
5253,"Полный список держался в секрете, однако эксперты называли в числе фаворитов молодёжных активисток Ильвад Эльман из Сомали и Хаджер Шариф из Ливии, а также активиста из Гонконга 23-летнего Натана Лау и экоактивистку из Швеции Грету Тунберг.",1
5258,В 2009 году на фестивале к 100-летию Жака Тати изображение сигареты во рту знаменитого режиссёра заменили рисунком маленькой ветряной мельницы.,1
5259,В Зимбабве обсуждают победу Мугабе и нарушения на выборах,0
5270,"Против бывшего президента Египта выдвигаются обвинения в коррупции, незаконном обогащении и использовании властных полномочий в личных целях.",0
5272,При этом указания на секретные тюрьмы в Польше и Румынии всплывают вновь и вновь.,0
5275,"Госсекретарь США Майк Помпео заявил, что Главное разведывательное управление Генштаба вооружённых сил России совершило масштабную кибератаку на Грузию, в результате которой напрямую пострадало население страны.",0
5278,"Практически по родственному принимали зрители и постоянных участников конкурса по bellydance: шоу-группу Шафран и её руководителя - Звезду Севера Ольгу Шафран; студию восточного танца Лейла (Архангельск, руководитель Светлана Нечаева), студию восточного танца Ирис (Архангельск, рук.",1
5279,"Напомним, что по данным следствия, в ходе конфликта возникшего между молодыми людьми в середине августа 2011 года в центре Москвы у ночного клуба «Гараж» Мирзаев ударил Агафонова, который после этого был госпитализирован и через несколько дней скончался, не приходя в сознание.",0
5282,"Обвинения в адрес Селезнёва были выдвинуты в двух федеральных судах — в штатах Невада и Джорджия, где проживают потерпевшие.",0
5284,Поводом к ним послужило решение президента Виктора Януковича отказаться от подписания ключевого соглашения с ЕС в пользу укрепления связей с Россией.,1
5288,Мария Алёхина возложила прямую ответственность за свое заключение на президента РФ Владимира Путина.,0
5295,"Представители Госдепартамента США заявили, что планируют предельно ясно донести до правительств государств центральноамериканского региона, в том числе Гондураса и Никарагуа, что изменения в их дипломатических преференций в пользу Китая повредит их отношениям с Соединёнными Штатами.",0
5296,"Алгоритмы искусственного интеллекта, разработанные командой Google DeepMind в сотрудничестве с учёными Оксфордского университета, превзошли человека в умении понимать речь наблюдением артикуляции говорящего.",1
5298,"Новость о том, что американская команда должна носить экипировку, сшитую в Китае, вызвала возмущение и критику со стороны ряда политиков.",0
5299,А президенты компаний купаются в роскоши.,0
5305,"«Мы больше не будем хранить молчание перед лицом коммунистического гнёта», — заявил Трамп, обещая отменить, как он выразился, «однобокие» соглашения администрации Барака Обамы с Кубой.",0
5306,"Как заявил РИА Новости представитель совета национальной безопасности Белого дома Марк Строх, президент ясно дал понять, что США защитят свои интересы, в том числе и в киберпространстве.",1
5315,"Победителем Кубка африканских наций впервые в своей истории стала сборная Замбии, неожиданно переигравшая в финале сборную Кот-д’Ивуара.",1
5318,"Кроме того, экс-президента Грузии обвинили в растрате госсредств, незаконном присвоении имущества бизнесмена Бадри Патаркацишвили, в организации нападения на депутата Валерия Гелашвили в 2005 году и в препятствовании расследованию убийства банкира Сандро Гиргвлиани.",0
5324,"Поэтому лидеры социал-демократии предупреждают, что члены партии, согласившиеся на посты в техническом правительстве, должны покинуть ряды ЧСДП.",0
5326,"Однако ему не удалось добиться оправдания бывшего панамского диктатора Норьеги, которого обвинили в контрабанде наркотиков и отмывании денег.",0
5337,32-летний житель Сочи Олег Топалов был арестован по решению Пресненского суда Москвы 17 октября 2011 года по обвинению в убийстве и незаконном обороте оружия.,0
5338,"Сами США в борьбе с терроризмом устроили войны в Афганистане и на Ближнем Востоке, унесшие множество невинных жизней, — тем самым обесценивая концепцию прав человека, пишет издание.",0
5340,"Среди гостей — партнёр Роберта Гордон Уайтхауз с супругой Бетти, ведущий менеджер фирмы Чарльз Трэвор Стэнтон и Олуэн Пиил — давняя и близкая подруга семьи.",1
5341,"Турция сообщила, что ее вооруженные силы за последние два дня уничтожили 49 курдских инсургентов в районе границы с Ираком.",0
5343,Президент России Дмитрий Медведев принял отставку губернатора Приморского края Сергея Дарькина.,0
5345,"В 2014 году дело было закрыто, но его возобновили в 2016 году после того, как Голстейн в интервью Fox News заявил, что убил талиба, задержанного в афганском районе Марджа, из опасений, что, если его отпустят на свободу, он будет нападать на афганцев, помогающих американским военным.",1
5350,"Спасибо ребята, что вы с нами, про оксюморона не пишите в личку, мне нечего сказать кроме того, что сказал мой друг Андрей Замай: прожить надо так, чтобы оксюморон не узнал о твоем творчестве.",0
5352,"Такой запрет со стороны России вызвал резкую реакцию Беларуси: президент Лукашенко заявил, что Россия нарушает нормы Таможенного союза:",1
5353,Фаворит группы «А» — сборная России — сенсационно проиграла грекам 0:1 и вылетела из турнира.,0
5360,"Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.",0
